date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:54:23	1850/1850	---M--	200	added ('OK')	application/javascript	etag:%2273a-5d00d5afe133a%22	http://localhost/wordpress/wp-content/plugins/content-egg/res/js/price_alert.js?ver=9.2.3	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/plugins/content-egg/res/js/price_alertc6a3.js	(from http://localhost/wordpress/)
11:54:23	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%222bd8-5b45debe27b80%22	http://localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://localhost/wordpress/)
11:54:35	89521/89521	---M--	200	added ('OK')	application/javascript	etag:%2215db1-5bd3006388300%22	http://localhost/wordpress/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-includes/js/jquery/jquery.minaf6c.js	(from http://localhost/wordpress/)
11:54:36	822/822	---M--	200	added ('OK')	text/xml	date:Thu,%2016%20Dec%202021%2006:24:35%20GMT	http://localhost/wordpress/xmlrpc.php?rsd	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/xmlrpc0db0.php	(from http://localhost/wordpress/)
11:54:37	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/wordpress/wp-includes/wlwmanifest.xml	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-includes/wlwmanifest.xml	(from http://localhost/wordpress/)
11:54:40	2811/2811	---M--	200	added ('OK')	application/json	date:Thu,%2016%20Dec%202021%2006:24:37%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-json/oembed/1.0/embed68f4.json	(from http://localhost/wordpress/)
11:54:41	2915/2915	---M--	200	added ('OK')	text/xml	date:Thu,%2016%20Dec%202021%2006:24:40%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F&format=xml	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-json/oembed/1.0/embedd248	(from http://localhost/wordpress/)
11:54:44	208060/208060	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2232cbc-5cfd18a437d05%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.10.0	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons0b93.eot	(from http://localhost/wordpress/)
11:54:45	5606/5606	---M--	200	added ('OK')	image/png	etag:%2215e6-5d303dc36383b%22	http://localhost/wordpress/wp-content/uploads/2021/12/price-e1639388416318.png	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/uploads/2021/12/price-e1639388416318.png	(from http://localhost/wordpress/)
11:54:45	24556/24556	---M--	200	added ('OK')	font/woff2	etag:%225fec-5cfdb1efc8678%22	http://localhost/wordpress/wp-content/themes/rehub-theme/fonts/rhicons.woff2?3oibrk	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/themes/rehub-theme/fonts/rhicons1e02.woff2	(from http://localhost/wordpress/)
11:54:46	43/43	---M--	200	added ('OK')	image/gif	etag:%222b-5cfdb1f001786%22	http://localhost/wordpress/wp-content/themes/rehub-theme/images/default/blank.gif	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/themes/rehub-theme/images/default/blank.gif	(from http://localhost/wordpress/)
11:54:46	3912/3912	---M--	200	added ('OK')	image/webp	etag:%22f48-5d0951f88bd76%22	http://localhost/wordpress/wp-content/uploads/thumbs_dir/download-1yn2jmu1ym0y7aqnizaxyg4cw2xcsect2kfdjxs8j5l0.webp	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/uploads/thumbs_dir/download-1yn2jmu1ym0y7aqnizaxyg4cw2xcsect2kfdjxs8j5l0.webp	(from http://localhost/wordpress/)
11:54:50	8495/8495	---M--	200	added ('OK')	image/jpeg	etag:%22212f-5cfd2a0e9f553%22	http://localhost/wordpress/wp-content/uploads/thumbs_dir/13-1yn0b3yuncymbk3f3br3q751f6fi0mzi9oda13weynt0.jpg	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/uploads/thumbs_dir/13-1yn0b3yuncymbk3f3br3q751f6fi0mzi9oda13weynt0.jpg	(from http://localhost/wordpress/)
11:54:53	6730/6730	---M--	200	added ('OK')	image/jpeg	etag:%221a4a-5cfd2a0ea4b07%22	http://localhost/wordpress/wp-content/uploads/thumbs_dir/1-1yn0b38qor4aktld0o7tf9vmm8e6pl66m3g1njzpocn8.jpg	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/uploads/thumbs_dir/1-1yn0b38qor4aktld0o7tf9vmm8e6pl66m3g1njzpocn8.jpg	(from http://localhost/wordpress/)
11:54:54	139547/139547	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:24:46%20GMT	http://localhost/wordpress/product-category/mobiles/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/product-category/mobiles/index.html	(from http://localhost/wordpress/)
11:54:54	172606/172606	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20Dec%202021%2006:24:23%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/1016	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-json/wp/v2/pages/1016.json	(from http://localhost/wordpress/)
11:54:56	6709/6709	---M--	200	added ('OK')	image/jpeg	etag:%221a35-5cfd2a0eab437%22	http://localhost/wordpress/wp-content/uploads/thumbs_dir/3-1yn0b3dyoh35q63dflq2onqb6f78yzxncetw4nz1xm2s.jpg	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/uploads/thumbs_dir/3-1yn0b3dyoh35q63dflq2onqb6f78yzxncetw4nz1xm2s.jpg	(from http://localhost/wordpress/)
11:55:00	7739/7739	---M--	200	added ('OK')	image/jpeg	etag:%221e3b-5cfd2a0e9d627%22	http://localhost/wordpress/wp-content/uploads/thumbs_dir/4-1yn0b3gkoc2laucdn2h7bcnngils3pbdpkitd7yq28sk.jpg	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/uploads/thumbs_dir/4-1yn0b3gkoc2laucdn2h7bcnngils3pbdpkitd7yq28sk.jpg	(from http://localhost/wordpress/)
11:55:01	92640/92640	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:24:53%20GMT	http://localhost/wordpress/category/other/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/category/other/index.html	(from http://localhost/wordpress/)
11:55:03	87613/87613	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:24:54%20GMT	http://localhost/wordpress/brand/iphone/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/iphone/index.html	(from http://localhost/wordpress/)
11:55:06	78715/78715	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:25:00%20GMT	http://localhost/wordpress/brand/oneplus/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/oneplus/index.html	(from http://localhost/wordpress/)
11:55:08	9017/9017	---M--	200	added ('OK')	image/jpeg	etag:%222339-5cfd2a0ea75e5%22	http://localhost/wordpress/wp-content/uploads/thumbs_dir/7-1yn0b3lso21gg6ue1zzgkqic0peud42ufvwnuby2bi84.jpg	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/uploads/thumbs_dir/7-1yn0b3lso21gg6ue1zzgkqic0peud42ufvwnuby2bi84.jpg	(from http://localhost/wordpress/)
11:55:08	1024/1024	---M--	200	added ('OK')	image/png	etag:%22400-5cfdb1f00544b%22	http://localhost/wordpress/wp-content/themes/rehub-theme/images/default/noimage_336_220.png	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/themes/rehub-theme/images/default/noimage_336_220.png	(from http://localhost/wordpress/)
11:55:08	78922/78922	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:25:03%20GMT	http://localhost/wordpress/brand/google/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/google/index.html	(from http://localhost/wordpress/)
11:55:08	2870/2870	---M--	200	added ('OK')	text/css	etag:%22b36-5cfdb1efb41ec%22	http://localhost/wordpress/wp-content/themes/rehub-theme/css/niceselect.css?ver=1.1	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/themes/rehub-theme/css/niceselect4963.css	(from http://localhost/wordpress/)
11:55:17	78615/78615	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:25:08%20GMT	http://localhost/wordpress/brand/asus/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/asus/index.html	(from http://localhost/wordpress/)
11:55:18	96081/96081	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:25:08%20GMT	http://localhost/wordpress/brand/sony/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/sony/index.html	(from http://localhost/wordpress/)
11:55:18	2761/2761	---M--	200	added ('OK')	text/css	etag:%22ac9-5cfdb1efb80c3%22	http://localhost/wordpress/wp-content/themes/rehub-theme/css/shortcodes/hoverbanner.css?ver=1.0	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/themes/rehub-theme/css/shortcodes/hoverbanner5152.css	(from http://localhost/wordpress/)
11:55:18	78627/78627	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:25:09%20GMT	http://localhost/wordpress/brand/xiomi/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/xiomi/index.html	(from http://localhost/wordpress/)
11:55:18	4630/4630	---M--	200	added ('OK')	text/css	etag:%221216-5cfdb1efb7d4d%22	http://localhost/wordpress/wp-content/themes/rehub-theme/css/shortcodes/filterpanel.css?ver=1.2	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/themes/rehub-theme/css/shortcodes/filterpanel62ea.css	(from http://localhost/wordpress/)
11:55:18	3000/3000	---M--	200	added ('OK')	text/css	etag:%22bb8-5cfdb1efb85bd%22	http://localhost/wordpress/wp-content/themes/rehub-theme/css/shortcodes/mailchimp.css?ver=1.1	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/themes/rehub-theme/css/shortcodes/mailchimp4963.css	(from http://localhost/wordpress/)
11:55:19	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-5cfd18a42f4cd%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.4.7	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.mina7da.css	(from http://localhost/wordpress/)
11:55:27	78615/78615	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:25:18%20GMT	http://localhost/wordpress/brand/iqoo/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/iqoo/index.html	(from http://localhost/wordpress/)
11:55:27	78675/78675	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:25:18%20GMT	http://localhost/wordpress/brand/samasung/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/samasung/index.html	(from http://localhost/wordpress/)
11:55:27	57682/57682	---M--	200	added ('OK')	text/css	etag:%22e152-5cfdceb971bc7%22	http://localhost/wordpress/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.9	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/plugins/revslider/public/assets/css/rs65bdf.css	(from http://localhost/wordpress/)
11:55:27	78612/78612	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:25:19%20GMT	http://localhost/wordpress/brand/vivo/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/vivo/index.html	(from http://localhost/wordpress/)
11:55:30	7715/7715	---M--	200	added ('OK')	application/javascript	etag:%221e23-5cfdb1f06c672%22	http://localhost/wordpress/wp-content/themes/rehub-theme/js/tablechart.js?ver=1.7	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/themes/rehub-theme/js/tablechart97e1.js	(from http://localhost/wordpress/)
11:55:37	78614/78614	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:25:27%20GMT	http://localhost/wordpress/brand/poco/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/poco/index.html	(from http://localhost/wordpress/)
11:55:37	78611/78611	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:25:28%20GMT	http://localhost/wordpress/brand/oppo/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/oppo/index.html	(from http://localhost/wordpress/)
11:55:38	78660/78660	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:25:30%20GMT	http://localhost/wordpress/brand/infinix/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/infinix/index.html	(from http://localhost/wordpress/)
11:55:39	13862/13862	---M--	200	added ('OK')	application/javascript	etag:%223626-5cfdb1f05385f%22	http://localhost/wordpress/wp-content/themes/rehub-theme/js/comparechart.js?ver=1.8	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/themes/rehub-theme/js/comparechart4b1d.js	(from http://localhost/wordpress/)
11:55:46	78630/78630	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:25:37%20GMT	http://localhost/wordpress/brand/honor/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/honor/index.html	(from http://localhost/wordpress/)
11:55:46	78646/78646	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:25:38%20GMT	http://localhost/wordpress/brand/gionee/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/gionee/index.html	(from http://localhost/wordpress/)
11:55:53	78640/78640	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:25:46%20GMT	http://localhost/wordpress/brand/lg/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/lg/index.html	(from http://localhost/wordpress/)
11:55:57	78663/78663	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:25:53%20GMT	http://localhost/wordpress/brand/htc/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/htc/index.html	(from http://localhost/wordpress/)
11:56:02	28953/28953	---M--	200	added ('OK')	application/javascript	etag:%227119-5d0981c32526b%22	http://localhost/wordpress/wp-content/plugins/advanced-woo-search/assets/js/common.js?ver=2.40	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/plugins/advanced-woo-search/assets/js/common459f.js	(from http://localhost/wordpress/)
11:56:06	78645/78645	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:26:02%20GMT	http://localhost/wordpress/brand/huawei/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/huawei/index.html	(from http://localhost/wordpress/)
11:56:06	1422/1422	---M--	200	added ('OK')	application/javascript	etag:%2258e-5cfdb1f05a8b4%22	http://localhost/wordpress/wp-content/themes/rehub-theme/js/inview.js?ver=1.1	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/themes/rehub-theme/js/inview4963.js	(from http://localhost/wordpress/)
11:56:07	124134/124134	---M--	200	added ('OK')	application/javascript	etag:%221e4e6-5cfdceb9843d6%22	http://localhost/wordpress/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.5.9	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/plugins/revslider/public/assets/js/rbtools.min5bdf.js	(from http://localhost/wordpress/)
11:56:08	4590/4590	---M--	200	added ('OK')	application/javascript	etag:%2211ee-5cfdb1f0673a0%22	http://localhost/wordpress/wp-content/themes/rehub-theme/js/pgwmodal.js?ver=2.0	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/themes/rehub-theme/js/pgwmodald5f7.js	(from http://localhost/wordpress/)
11:56:13	78674/78674	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:26:06%20GMT	http://localhost/wordpress/brand/micromax/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/micromax/index.html	(from http://localhost/wordpress/)
11:56:14	78631/78631	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:26:08%20GMT	http://localhost/wordpress/brand/nokia/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/nokia/index.html	(from http://localhost/wordpress/)
11:56:15	7236/7236	---M--	200	added ('OK')	application/javascript	etag:%221c44-5cfdb1f06d222%22	http://localhost/wordpress/wp-content/themes/rehub-theme/js/unveil.js?ver=5.2.1	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/themes/rehub-theme/js/unveil7752.js	(from http://localhost/wordpress/)
11:56:15	2038/2038	---M--	200	added ('OK')	application/javascript	etag:%227f6-5cfdb1f05a4a4%22	http://localhost/wordpress/wp-content/themes/rehub-theme/js/hoverintent.js?ver=1.9	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/themes/rehub-theme/js/hoverintent3aa8.js	(from http://localhost/wordpress/)
11:56:22	78631/78631	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:26:15%20GMT	http://localhost/wordpress/brand/intex/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/intex/index.html	(from http://localhost/wordpress/)
11:56:22	78614/78614	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:26:15%20GMT	http://localhost/wordpress/brand/lava/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/brand/lava/index.html	(from http://localhost/wordpress/)
11:56:23	4161/4161	---M--	200	added ('OK')	application/javascript	etag:%221041-5cfdb1f053c44%22	http://localhost/wordpress/wp-content/themes/rehub-theme/js/countdown.js?ver=1.1	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/themes/rehub-theme/js/countdown4963.js	(from http://localhost/wordpress/)
11:56:28	21221/21221	---M--	200	added ('OK')	application/javascript	etag:%2252e5-5cfdb1f05402a%22	http://localhost/wordpress/wp-content/themes/rehub-theme/js/custom.js?ver=16.9.4	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/themes/rehub-theme/js/custom9c60.js	(from http://localhost/wordpress/)
11:56:31	117146/117146	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:26:23%20GMT	http://localhost/wordpress/product-category/laptops-tablets/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/product-category/laptops-tablets/index.html	(from http://localhost/wordpress/)
11:56:34	9602/9602	---M--	200	added ('OK')	application/javascript	etag:%222582-5cfdb1f051694%22	http://localhost/wordpress/wp-content/themes/rehub-theme/js/ajaxsearch.js?ver=16.9.4	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/wp-content/themes/rehub-theme/js/ajaxsearch9c60.js	(from http://localhost/wordpress/)
11:56:34	81941/81941	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:26:28%20GMT	http://localhost/wordpress/product-category/laptops-tablets/acer/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/product-category/laptops-tablets/acer/index.html	(from http://localhost/wordpress/)
11:56:41	82120/82120	---MC-	200	added ('OK')	text/html	date:Thu,%2016%20Dec%202021%2006:26:34%20GMT	http://localhost/wordpress/product-category/laptops-tablets/apple-laptops-tablets/	C:/Users/Happy/Desktop/New%20folder/compare/localhost/wordpress/product-category/laptops-tablets/apple-laptops-tablets/index.html	(from http://localhost/wordpress/)
